return_id,order_id,sku,quantity,return_date,reason,condition_on_return
RET-002888,ORD-017639,B0QT3U9PL7,1,2026-04-27,wrong item,resellable
RET-002889,ORD-017653,B0TBF17EBH,1,2026-03-19,arrived damaged,damaged
RET-002890,ORD-017654,B0JJCQQ73Q,1,2026-04-15,changed mind,opened
RET-002891,ORD-017663,VH-1004,1,2026-03-25,not as described,damaged
RET-002892,ORD-017666,VH-1118,1,2026-04-13,changed mind,resellable
RET-002893,ORD-017667,B0XLHGCJNR,2,2026-05-06,arrived damaged,damaged
RET-002894,ORD-017667,B0SFE1R7XM,1,2026-04-03,wrong item,opened
RET-002895,ORD-017673,B0PLGQ0WUW,1,2026-03-31,no longer needed,resellable
RET-002896,ORD-017676,B00RADH5S3,1,2026-05-26,not as described,damaged
RET-002897,ORD-017677,B0WXUN8SX9,2,2026-04-05,no longer needed,resellable
RET-002898,ORD-017679,B0SFE1R7XM,1,2026-04-17,no longer needed,resellable
RET-002899,ORD-017685,cast-iron-casserole-5l  ,1,2026-04-18,wrong item,resellable
RET-002900,ORD-017687,B0PLGQ0WUW,1,2026-03-30,changed mind,resellable
RET-002901,ORD-017696,B0TBF17EBH,1,2026-03-29,quality issue,opened
RET-002902,ORD-017702,B0PFWXAFNA,1,2026-03-31,not as described,opened
RET-002903,ORD-017707,B0WXUN8SX9,1,2026-03-23,not as described,opened
RET-002904,ORD-017709,B0SFE1R7XM,1,2026-05-18,changed mind,resellable
RET-002905,ORD-017715,B0PLGQ0WUW,1,2026-05-08,changed mind,resellable
RET-002906,ORD-017718,B0TBF17EBH,1,2026-04-10,wrong item,resellable
RET-002907,ORD-017721, oak_salad_bowl ,1,2026-03-22,quality issue,opened
RET-002908,ORD-017723,B01N7NW7US,1,2026-03-26,arrived damaged,damaged
RET-002909,ORD-017725,VH-1024,3,2026-03-25,arrived damaged,damaged
RET-002910,ORD-017764,VH-1041,1,2026-03-31,wrong item,resellable
RET-002911,ORD-017765,B0VUBQ115M,1,2026-03-30,changed mind,resellable
RET-002912,ORD-017768,B0HK5F3DG1,1,2026-03-25,wrong item,resellable
RET-002913,ORD-017771,coppturn  ,1,2026-04-03,changed mind,resellable
RET-002914,ORD-017792,B0YMGZD1WQ,1,2026-04-24,no longer needed,resellable
RET-002915,ORD-017794,VH-1091,1,2026-05-03,changed mind,resellable
RET-002916,ORD-017799,B0WXUN8SX9,4,2026-05-05,changed mind,resellable
RET-002917,ORD-017808,B00RADH5S3,1,2026-05-08,changed mind,damaged
RET-002918,ORD-017810,slate-platter  ,1,2026-06-14,changed mind,resellable
RET-002919,ORD-017822,B0ET2TR1UZ,1,2026-06-02,not as described,resellable
RET-002920,ORD-017823,B0PFWXAFNA,1,2026-04-26,changed mind,resellable
RET-002921,ORD-017824,staisteestanmixe ,1,2026-05-27,no longer needed,resellable
RET-002922,ORD-017831,VH-1050,2,2026-04-05,not as described,resellable
RET-002923,ORD-017836,VH-1118,1,2026-05-02,changed mind,resellable
RET-002924,ORD-017858,B0YMGZD1WQ,1,2026-05-20,not as described,opened
RET-002925,ORD-017874,B01FSLB5Q7,1,2026-04-20,changed mind,resellable
RET-002926,ORD-017883,B04FTSGMDD,1,2026-05-04,changed mind,resellable
RET-002927,ORD-017887,VH-1107,2,2026-05-02,quality issue,damaged
RET-002928,ORD-017889,B0SFE1R7XM,1,2026-06-01,quality issue,resellable
RET-002929,ORD-017899,B0WXUN8SX9,1,2026-05-10,quality issue,opened
RET-002930,ORD-017915,B0HGZ5AHB5,1,2026-04-22,not as described,opened
RET-002931,ORD-017916,B0R3PJRMZ0,1,2026-05-07,not as described,resellable
RET-002932,ORD-017918,B0WXUN8SX9,1,2026-04-12,no longer needed,opened
RET-002933,ORD-017919,B00RADH5S3,1,2026-04-13,not as described,resellable
RET-002934,ORD-017922,B0SFE1R7XM,1,2026-06-03,not as described,opened
RET-002935,ORD-017924,B01V4ZLB05,1,2026-05-03,arrived damaged,damaged
RET-002936,ORD-017926,B00RADH5S3,1,2026-05-09,quality issue,opened
RET-002937,ORD-017928,B0WXUN8SX9,2,2026-05-27,arrived damaged,damaged
RET-002938,ORD-017928,B0KWHTZDZV,1,2026-05-09,arrived damaged,opened
RET-002939,ORD-017929,B0L1F47G91,1,2026-04-21,changed mind,resellable
RET-002940,ORD-017936,B0XQQN7V63,1,2026-04-23,quality issue,damaged
RET-002941,ORD-017948,B0W5BH9XZQ,1,2026-05-05,wrong item,opened
RET-002942,ORD-017956,B0TBF17EBH,3,2026-04-20,changed mind,resellable
RET-002943,ORD-017957,VH-1034,1,2026-05-30,changed mind,opened
RET-002944,ORD-017958,B0HBSCASKH,1,2026-04-21,wrong item,opened
RET-002945,ORD-017965,B0QBC8YR1R,3,2026-04-19,no longer needed,resellable
RET-002946,ORD-017972,B0WXUN8SX9,1,2026-05-27,quality issue,damaged
RET-002947,ORD-017977,B0L1F47G91,1,2026-04-25,changed mind,resellable
RET-002948,ORD-017996,B00RADH5S3,1,2026-05-18,arrived damaged,damaged
RET-002949,ORD-017997,B0TBF17EBH,3,2026-05-20,changed mind,resellable
RET-002950,ORD-017998,B0WXUN8SX9,1,2026-04-30,changed mind,resellable
RET-002951,ORD-018001,B0PLGQ0WUW,1,2026-04-24,no longer needed,resellable
RET-002952,ORD-018006,VH-1034,1,2026-05-22,not as described,resellable
RET-002953,ORD-018013,B04BS1RFN3,1,2026-04-16,changed mind,resellable
RET-002954,ORD-018022,B0WXUN8SX9,1,2026-05-06,changed mind,resellable
RET-002955,ORD-018025,B076GJU5HA,1,2026-04-20,wrong item,resellable
RET-002956,ORD-018029,B00RADH5S3,1,2026-05-26,wrong item,opened
RET-002957,ORD-018033,B0GT06CP9V,1,2026-06-09,not as described,resellable
RET-002958,ORD-018037,B0BW9EFX8S,1,2026-05-14,not as described,opened
RET-002959,ORD-018043,VH-1071,1,2026-04-18,no longer needed,resellable
RET-002960,ORD-018061,VH-1039,1,2026-05-06,arrived damaged,damaged
RET-002961,ORD-018066,oak_salad_bowl  ,1,2026-04-30,arrived damaged,damaged
RET-002962,ORD-018067,B0WXUN8SX9,1,2026-05-17,no longer needed,opened
RET-002963,ORD-018068,marble_placemat_set ,1,2026-04-25,changed mind,resellable
RET-002964,ORD-018075,B0WXUN8SX9,1,2026-04-21,no longer needed,resellable
RET-002965,ORD-018076,VH-1081,4,2026-05-01,changed mind,opened
RET-002966,ORD-018079,borosilicate-dinner-plate-set  ,1,2026-05-01,arrived damaged,damaged
RET-002967,ORD-018092, bamboo-cake-tin  ,1,2026-04-13,no longer needed,resellable
RET-002968,ORD-018096,B0ZM4P1CPY,1,2026-05-27,quality issue,damaged
RET-002969,ORD-018099,B0GKGBFV52,1,2026-04-14,changed mind,opened
RET-002970,ORD-018109,B0WXUN8SX9,1,2026-06-03,not as described,opened
RET-002971,ORD-018113,B0G1ZLZB9X,1,2026-04-20,not as described,resellable
RET-002972,ORD-018114,VH-1114,1,2026-05-11,changed mind,resellable
RET-002973,ORD-018114,VH-1035,2,2026-04-28,changed mind,resellable
RET-002974,ORD-018118,B01N7NW7US,1,2026-04-28,changed mind,opened
RET-002975,ORD-018119,B0WXUN8SX9,1,2026-05-12,wrong item,resellable
RET-002976,ORD-018121,terracotta_placemat_set ,1,2026-05-01,changed mind,resellable
RET-002977,ORD-018123,B00RADH5S3,1,2026-05-20,not as described,resellable
RET-002978,ORD-018128, vh acacia storage jar  ,1,2026-06-02,changed mind,resellable
RET-002979,ORD-018130,acacsauc ,1,2026-04-25,not as described,resellable
RET-002980,ORD-018133,VH-1068,1,2026-05-13,changed mind,resellable
RET-002981,ORD-018136,B0Z7JH8CX7,1,2026-04-13,arrived damaged,damaged
RET-002982,ORD-018136,B0TBF17EBH,1,2026-04-17,changed mind,resellable
RET-002983,ORD-018138,B044FDSE6A,1,2026-04-17,not as described,resellable
RET-002984,ORD-018142,VH-1113,1,2026-05-06,wrong item,opened
RET-002985,ORD-018149,B077TNVM8B,1,2026-05-08,quality issue,opened
RET-002986,ORD-018150,VH-1081,1,2026-05-06,quality issue,damaged
RET-002987,ORD-018155,B0WXUN8SX9,1,2026-05-15,quality issue,resellable
RET-002988,ORD-018157,B07BFW8H1T,2,2026-05-06,quality issue,opened
RET-002989,ORD-018175,B00RADH5S3,1,2026-05-02,not as described,resellable
RET-002990,ORD-018184,B0WXUN8SX9,1,2026-05-25,not as described,resellable
RET-002991,ORD-018201,B0HK5F3DG1,1,2026-04-26,no longer needed,resellable
RET-002992,ORD-018203, borosilicate_frying_pan  ,1,2026-05-04,changed mind,damaged
RET-002993,ORD-018208,B0W8N8XWYK,1,2026-04-18,not as described,opened
RET-002994,ORD-018209,B0WXUN8SX9,1,2026-04-14,quality issue,damaged
RET-002995,ORD-018220, vh melamine turner  ,1,2026-04-08,changed mind,resellable
RET-002996,ORD-018226, lineloaftin ,1,2026-06-11,changed mind,opened
RET-002997,ORD-018240,B0NTQBZ4V2,1,2026-04-20,changed mind,resellable
RET-002998,ORD-018241,B00RADH5S3,1,2026-05-01,changed mind,opened
RET-002999,ORD-018251,B02ZXK0X7U,1,2026-04-19,changed mind,resellable
RET-003000,ORD-018256,B0WXUN8SX9,1,2026-04-20,not as described,opened
RET-003001,ORD-018259,B01FSLB5Q7,1,2026-04-21,changed mind,resellable
RET-003002,ORD-018263,B0WXUN8SX9,1,2026-04-18,arrived damaged,damaged
RET-003003,ORD-018266,B0TBF17EBH,1,2026-05-20,quality issue,opened
RET-003004,ORD-018276,B0MLAXK2E1,1,2026-04-25,changed mind,opened
RET-003005,ORD-018278,B00E7ZCXW5,1,2026-05-09,changed mind,opened
RET-003006,ORD-018285,B0AH374DW8,2,2026-05-12,not as described,opened
RET-003007,ORD-018298,B0MLAXK2E1,1,2026-05-31,changed mind,opened
RET-003008,ORD-018298,B0HC6GKYNZ,1,2026-05-30,not as described,opened
RET-003009,ORD-018301,B0HK5F3DG1,1,2026-05-14,not as described,opened
RET-003010,ORD-018302,B0G9FTWQ6C,1,2026-05-31,arrived damaged,damaged
RET-003011,ORD-018306,B0LZTYNZMM,1,2026-04-15,not as described,resellable
RET-003012,ORD-018308,B0PLGQ0WUW,1,2026-06-05,quality issue,damaged
RET-003013,ORD-018308,B0TBF17EBH,1,2026-06-05,arrived damaged,damaged
RET-003014,ORD-018325,B0ET2TR1UZ,1,2026-04-22,no longer needed,damaged
RET-003015,ORD-018327, acacsauc  ,1,2026-05-01,arrived damaged,resellable
RET-003016,ORD-018331,B03JL94SRB,1,2026-05-12,arrived damaged,damaged
RET-003017,ORD-018332, cast-iron-electric-kettle ,1,2026-05-17,arrived damaged,damaged
RET-003018,ORD-018345,B0FBSP8LCU,1,2026-05-03,no longer needed,damaged
RET-003019,ORD-018362,vh acacia hand blender ,1,2026-06-27,not as described,opened
RET-003020,ORD-018369,B0FBSP8LCU,1,2026-06-17,arrived damaged,damaged
RET-003021,ORD-018377,VH-1053,1,2026-05-27,changed mind,resellable
RET-003022,ORD-018381,B0WXUN8SX9,1,2026-04-27,not as described,opened
RET-003023,ORD-018382,B0XVBEPU7E,1,2026-05-10,wrong item,resellable
RET-003024,ORD-018383,B0WXUN8SX9,1,2026-05-22,changed mind,resellable
RET-003025,ORD-018396,acacia_placemat_set  ,1,2026-04-19,changed mind,resellable
RET-003026,ORD-018420,B0TRA8NLKK,1,2026-05-11,changed mind,opened
RET-003027,ORD-018428,enamel_water_bottle  ,1,2026-05-28,not as described,resellable
RET-003028,ORD-018433,B0GKGBFV52,1,2026-04-10,quality issue,opened
RET-003029,ORD-018439,B0P5C1VXW0,1,2026-04-25,no longer needed,resellable
RET-003030,ORD-018445,B07YF2T8JE,2,2026-05-03,wrong item,resellable
RET-003031,ORD-018449,ceramic salad owl  ,1,2026-05-17,arrived damaged,opened
RET-003032,ORD-018457,B0WXUN8SX9,1,2026-04-26,not as described,opened
RET-003033,ORD-018458,B0JJCQQ73Q,1,2026-05-08,not as described,resellable
RET-003034,ORD-018466,B0YH2UG55T,2,2026-04-24,wrong item,resellable
RET-003035,ORD-018473,B0WXUN8SX9,1,2026-05-07,quality issue,opened
RET-003036,ORD-018477,B0WXUN8SX9,1,2026-04-16,arrived damaged,damaged
RET-003037,ORD-018494,VH-1009,1,2026-04-28,wrong item,opened
RET-003038,ORD-018495, lineplat ,1,2026-05-12,changed mind,opened
RET-003039,ORD-018499,B0GKVZ8140,1,2026-04-30,wrong item,resellable
RET-003040,ORD-018507,B0WXUN8SX9,1,2026-05-26,changed mind,resellable
RET-003041,ORD-018508,B0KWHTZDZV,1,2026-04-17,quality issue,damaged
RET-003042,ORD-018520, acacsauc ,1,2026-04-29,not as described,resellable
RET-003043,ORD-018524,B0W8N8XWYK,1,2026-05-04,changed mind,opened
RET-003044,ORD-018530,VH-1073,1,2026-04-17,wrong item,damaged
RET-003045,ORD-018531, terracotta-turner ,1,2026-05-04,changed mind,resellable
RET-003046,ORD-018537, vh terracotta carafe  ,1,2026-04-12,changed mind,resellable
RET-003047,ORD-018566,B0XQQN7V63,1,2026-04-29,no longer needed,opened
RET-003048,ORD-018569,B0W8N8XWYK,1,2026-05-04,changed mind,resellable
RET-003049,ORD-018571,VH-1081,1,2026-05-02,changed mind,resellable
RET-003050,ORD-018574,B04Z01TQC9,1,2026-05-30,quality issue,opened
RET-003051,ORD-018575,B0XVBEPU7E,1,2026-04-29,not as described,resellable
RET-003052,ORD-018580,B0WXUN8SX9,3,2026-04-27,changed mind,opened
RET-003053,ORD-018585,B0TBF17EBH,1,2026-05-18,changed mind,resellable
RET-003054,ORD-018588,VH-1077,1,2026-05-05,quality issue,damaged
RET-003055,ORD-018592,cast-iron-casserole-5l  ,1,2026-05-08,no longer needed,resellable
RET-003056,ORD-018593,B04Z01TQC9,1,2026-05-05,not as described,resellable
RET-003057,ORD-018598,ceramic dinnr set 12 piece  ,1,2026-05-30,no longer needed,resellable
RET-003058,ORD-018602,VH-1009,1,2026-05-15,changed mind,resellable
RET-003059,ORD-018614,B00RADH5S3,1,2026-04-22,changed mind,opened
RET-003060,ORD-018618,VH-1040,1,2026-05-14,changed mind,resellable
RET-003061,ORD-018621,B0TBF17EBH,3,2026-04-15,not as described,opened
RET-003062,ORD-018623,stoeware serving board ,1,2026-06-06,arrived damaged,damaged
RET-003063,ORD-018627,B06RJSMPSQ,1,2026-04-27,changed mind,resellable
RET-003064,ORD-018633,B0X2XM7B9M,1,2026-05-09,changed mind,resellable
RET-003065,ORD-018640,B0C7PHW57Y,1,2026-05-20,quality issue,damaged
RET-003066,ORD-018646,B0WXUN8SX9,1,2026-05-18,quality issue,damaged
RET-003067,ORD-018657, ceramic dinnr set 12 piece ,1,2026-04-05,changed mind,resellable
RET-003068,ORD-018665,B00RADH5S3,1,2026-05-11,no longer needed,damaged
RET-003069,ORD-018669,B0PLGQ0WUW,1,2026-04-25,no longer needed,resellable
RET-003070,ORD-018671,B00RADH5S3,2,2026-05-28,not as described,opened
RET-003071,ORD-018687,VH-1081,1,2026-06-13,changed mind,resellable
RET-003072,ORD-018697,B00RADH5S3,1,2026-06-04,wrong item,opened
RET-003073,ORD-018714,B0MT6315WC,3,2026-05-16,changed mind,resellable
RET-003074,ORD-018717,B0WXUN8SX9,1,2026-06-03,arrived damaged,damaged
RET-003075,ORD-018740,B0W3L9K2TT,1,2026-06-12,not as described,opened
RET-003076,ORD-018749,B0ZM4P1CPY,2,2026-06-10,changed mind,resellable
RET-003077,ORD-018750,B00RADH5S3,1,2026-07-15,not as described,damaged
RET-003078,ORD-018752,melamine saucpan  ,1,2026-06-13,quality issue,damaged
RET-003079,ORD-018758,B00RADH5S3,1,2026-06-08,not as described,opened
RET-003080,ORD-018767,B00RADH5S3,1,2026-06-02,no longer needed,opened
RET-003081,ORD-018774,B0PLGQ0WUW,1,2026-06-17,changed mind,opened
RET-003082,ORD-018783,B0CZC3PXCW,1,2026-05-12,changed mind,resellable
RET-003083,ORD-018783,B0MWLBXAJM,1,2026-06-20,no longer needed,opened
RET-003084,ORD-018797, staisteestanmixe  ,1,2026-05-21,changed mind,resellable
RET-003085,ORD-018805,B0FBSP8LCU,1,2026-05-25,changed mind,resellable
RET-003086,ORD-018807,VH-1053,1,2026-05-09,changed mind,resellable
RET-003087,ORD-018816,B0LZTYNZMM,1,2026-06-02,quality issue,resellable
RET-003088,ORD-018824,B00RADH5S3,1,2026-05-25,changed mind,resellable
RET-003089,ORD-018828,B04CU9MZTG,1,2026-06-02,changed mind,resellable
RET-003090,ORD-018830,B0BW9EFX8S,1,2026-06-15,no longer needed,opened
RET-003091,ORD-018839,B0WXUN8SX9,1,2026-05-05,changed mind,resellable
RET-003092,ORD-018843, vh stainless steel muffin tray ,1,2026-06-23,arrived damaged,damaged
RET-003093,ORD-018844,B0ZM4P1CPY,1,2026-05-09,not as described,resellable
RET-003094,ORD-018848,B0GQ0AUTHT,1,2026-06-11,changed mind,opened
RET-003095,ORD-018848,B0NTQBZ4V2,1,2026-06-04,arrived damaged,resellable
RET-003096,ORD-018850,B0TBF17EBH,1,2026-05-16,arrived damaged,damaged
RET-003097,ORD-018865,B0XQQN7V63,1,2026-05-29,changed mind,resellable
RET-003098,ORD-018867,B0WXUN8SX9,1,2026-06-01,arrived damaged,damaged
RET-003099,ORD-018867,B0TBF17EBH,1,2026-05-31,quality issue,opened
RET-003100,ORD-018868,B0NTQBZ4V2,1,2026-07-05,not as described,resellable
RET-003101,ORD-018869,B0G9FTWQ6C,1,2026-06-11,changed mind,opened
RET-003102,ORD-018872,B0WXUN8SX9,1,2026-05-16,arrived damaged,damaged
RET-003103,ORD-018874,B00RADH5S3,1,2026-05-24,arrived damaged,damaged
RET-003104,ORD-018876,B0KT4D60ZK,1,2026-06-09,changed mind,resellable
RET-003105,ORD-018877,VH-1058,1,2026-05-29,no longer needed,resellable
RET-003106,ORD-018880,VH-1060,4,2026-06-09,wrong item,opened
RET-003107,ORD-018884,B00RADH5S3,1,2026-06-03,quality issue,damaged
RET-003108,ORD-018896,B0WXUN8SX9,2,2026-05-23,no longer needed,resellable
RET-003109,ORD-018899,B0WXUN8SX9,1,2026-06-05,not as described,resellable
RET-003110,ORD-018909,B01J3QMR6K,1,2026-06-15,wrong item,resellable
RET-003111,ORD-018919,B077TNVM8B,1,2026-06-02,changed mind,resellable
RET-003112,ORD-018923,B00RADH5S3,1,2026-05-13,arrived damaged,damaged
RET-003113,ORD-018924,B0TBF17EBH,1,2026-05-28,arrived damaged,damaged
RET-003114,ORD-018925,VH-1055,1,2026-05-22,changed mind,resellable
RET-003115,ORD-018939,B00RADH5S3,1,2026-06-02,not as described,resellable
RET-003116,ORD-018948,VH-1004,1,2026-06-19,quality issue,opened
RET-003117,ORD-018953,B0WXUN8SX9,1,2026-06-13,arrived damaged,opened
RET-003118,ORD-018958,B00LHXS3KS,1,2026-05-26,arrived damaged,damaged
RET-003119,ORD-018975,B01J3QMR6K,1,2026-06-03,no longer needed,resellable
RET-003120,ORD-018977,cast-iron-electric-kettle ,1,2026-06-05,quality issue,opened
RET-003121,ORD-018985,B0WXUN8SX9,1,2026-06-19,wrong item,resellable
RET-003122,ORD-018986,vh bamboo turner ,1,2026-06-02,changed mind,opened
RET-003123,ORD-018987,B0LZTYNZMM,1,2026-05-22,no longer needed,opened
RET-003124,ORD-018990,VH-1057,1,2026-05-26,changed mind,opened
RET-003125,ORD-018998,B06TDAT9ZQ,1,2026-07-02,not as described,opened
RET-003126,ORD-019010,acacia_placemat_set ,1,2026-06-20,changed mind,resellable
RET-003127,ORD-019014,VH-1024,4,2026-05-29,changed mind,resellable
RET-003128,ORD-019016,B0WXUN8SX9,1,2026-06-27,not as described,opened
RET-003129,ORD-019021,B0HGZ5AHB5,1,2026-06-04,not as described,opened
RET-003130,ORD-019023,B0XQQN7V63,1,2026-06-08,changed mind,damaged
RET-003131,ORD-019032, stneware grill pan ,1,2026-05-11,no longer needed,resellable
RET-003132,ORD-019054,B00RADH5S3,1,2026-06-23,wrong item,resellable
RET-003133,ORD-019063,VH-1019,1,2026-05-17,no longer needed,resellable
RET-003134,ORD-019065,B00RADH5S3,1,2026-06-07,changed mind,resellable
RET-003135,ORD-019071,B0WXUN8SX9,1,2026-06-10,wrong item,opened
RET-003136,ORD-019072,B0L1F47G91,1,2026-05-27,quality issue,damaged
RET-003137,ORD-019083,VH-1020,1,2026-05-10,not as described,opened
RET-003138,ORD-019096,B0WXUN8SX9,1,2026-06-09,changed mind,opened
RET-003139,ORD-019102,B0RXXN9M2M,1,2026-06-02,changed mind,resellable
RET-003140,ORD-019121,B0CZC3PXCW,1,2026-06-03,changed mind,resellable
RET-003141,ORD-019122,VH-1059,1,2026-05-06,changed mind,resellable
RET-003142,ORD-019128,B0P5C1VXW0,1,2026-06-18,changed mind,opened
RET-003143,ORD-019136,B09Q1GC9N5,1,2026-06-16,not as described,resellable
RET-003144,ORD-019139,B00RADH5S3,1,2026-05-09,not as described,resellable
RET-003145,ORD-019142,B0ADK7M1A7,1,2026-05-18,no longer needed,opened
RET-003146,ORD-019147,B0WXUN8SX9,1,2026-05-27,changed mind,resellable
RET-003147,ORD-019154,B07LLE55WZ,1,2026-06-26,changed mind,resellable
RET-003148,ORD-019157,B0B1RBATAH,1,2026-05-29,changed mind,resellable
RET-003149,ORD-019157,B00RADH5S3,1,2026-05-27,changed mind,resellable
RET-003150,ORD-019173,enmel bread bin  ,1,2026-05-30,arrived damaged,opened
RET-003151,ORD-019181,VH-1030,2,2026-05-29,quality issue,damaged
RET-003152,ORD-019189,B0C14B2M8L,1,2026-05-25,arrived damaged,opened
RET-003153,ORD-019193,B03RU2WGG5,1,2026-07-01,changed mind,resellable
RET-003154,ORD-019195,B07LLE55WZ,1,2026-06-30,changed mind,resellable
RET-003155,ORD-019198,VH-1096,1,2026-05-15,no longer needed,resellable
RET-003156,ORD-019207,B0WXUN8SX9,1,2026-05-18,changed mind,opened
RET-003157,ORD-019207,B00RADH5S3,1,2026-06-21,changed mind,resellable
RET-003158,ORD-019215,B0SEPFUQ3B,1,2026-06-07,changed mind,resellable
RET-003159,ORD-019226,B03RU2WGG5,1,2026-05-14,not as described,opened
RET-003160,ORD-019233,B0HBSCASKH,1,2026-06-26,quality issue,opened
RET-003161,ORD-019234,VH-1059,1,2026-06-14,changed mind,opened
RET-003162,ORD-019252,B0SEPFUQ3B,1,2026-06-12,not as described,opened
RET-003163,ORD-019265,B0XLHGCJNR,1,2026-05-24,not as described,resellable
RET-003164,ORD-019273,B0PLGQ0WUW,1,2026-06-10,changed mind,resellable
RET-003165,ORD-019273,B00RADH5S3,1,2026-05-31,not as described,damaged
RET-003166,ORD-019278,B01V4ZLB05,1,2026-06-09,arrived damaged,damaged
RET-003167,ORD-019283,B0WXUN8SX9,1,2026-06-03,changed mind,resellable
RET-003168,ORD-019296,B0T7K81KQR,1,2026-06-03,not as described,resellable
RET-003169,ORD-019297, marbladl ,1,2026-06-06,no longer needed,resellable
RET-003170,ORD-019301,B0ZM4P1CPY,1,2026-05-16,not as described,resellable
RET-003171,ORD-019302,B06830FD6V,3,2026-05-20,changed mind,resellable
RET-003172,ORD-019314,vh acacia hand blender ,1,2026-06-02,wrong item,resellable
RET-003173,ORD-019316,B06TDAT9ZQ,1,2026-05-30,quality issue,damaged
RET-003174,ORD-019318,B08XCQ8NA9,3,2026-06-25,wrong item,resellable
RET-003175,ORD-019320,B00RADH5S3,1,2026-05-11,no longer needed,resellable
RET-003176,ORD-019328,cast-iron-casserole-5l  ,1,2026-06-11,changed mind,resellable
RET-003177,ORD-019330, acacsauc  ,1,2026-06-28,not as described,resellable
RET-003178,ORD-019340,B0PFWXAFNA,1,2026-05-12,quality issue,opened
RET-003179,ORD-019342,B0XS5B40FN,1,2026-05-29,arrived damaged,damaged
RET-003180,ORD-019347,B0WXUN8SX9,1,2026-05-28,quality issue,damaged
RET-003181,ORD-019348, cast-iron-casserole-5l  ,1,2026-06-10,no longer needed,resellable
RET-003182,ORD-019354,B0TBF17EBH,1,2026-06-15,changed mind,resellable
RET-003183,ORD-019354,B00RADH5S3,1,2026-05-29,changed mind,resellable
RET-003184,ORD-019354,B0X3KCJPGM,1,2026-05-25,wrong item,resellable
RET-003185,ORD-019366,B0MWLBXAJM,4,2026-05-20,quality issue,damaged
RET-003186,ORD-019375,ceramic dinnr set 12 piece ,1,2026-06-04,changed mind,resellable
RET-003187,ORD-019379,B0TBF17EBH,1,2026-05-29,arrived damaged,damaged
RET-003188,ORD-019394,B0PSBKCKDF,1,2026-05-20,quality issue,damaged
RET-003189,ORD-019412,B0WXUN8SX9,1,2026-06-14,changed mind,resellable
RET-003190,ORD-019418,vh enamel tea towel set  ,1,2026-06-03,quality issue,opened
RET-003191,ORD-019420,B0P5C1VXW0,1,2026-06-26,changed mind,resellable
RET-003192,ORD-019424,B0WXUN8SX9,1,2026-07-02,wrong item,resellable
RET-003193,ORD-019429,coppapro ,1,2026-06-29,not as described,opened
RET-003194,ORD-019438,VH-1112,1,2026-07-13,no longer needed,resellable
RET-003195,ORD-019440,B0N4R752V5,1,2026-06-26,not as described,resellable
RET-003196,ORD-019443,B0XVBEPU7E,1,2026-05-23,quality issue,opened
RET-003197,ORD-019446,B0WXUN8SX9,1,2026-05-21,changed mind,opened
RET-003198,ORD-019450,B00RADH5S3,1,2026-06-30,changed mind,resellable
RET-003199,ORD-019452,B0TBF17EBH,1,2026-05-24,wrong item,resellable
RET-003200,ORD-019454,VH-1034,1,2026-05-31,arrived damaged,damaged
RET-003201,ORD-019470,B0XLHGCJNR,1,2026-06-26,changed mind,damaged
RET-003202,ORD-019475, cast-iron-casserole-5l  ,1,2026-06-03,arrived damaged,damaged
RET-003203,ORD-019477,B0TBF17EBH,1,2026-07-11,not as described,damaged
RET-003204,ORD-019479,VH-1111,1,2026-05-14,arrived damaged,damaged
RET-003205,ORD-019483,B0HGZ5AHB5,1,2026-05-31,changed mind,resellable
RET-003206,ORD-019484,B0YMGZD1WQ,1,2026-06-07,no longer needed,resellable
RET-003207,ORD-019487,B0TBF17EBH,1,2026-05-27,wrong item,opened
RET-003208,ORD-019488,B0FBSP8LCU,1,2026-06-21,changed mind,resellable
RET-003209,ORD-019491,B0WXUN8SX9,1,2026-05-15,no longer needed,resellable
RET-003210,ORD-019492,B07YF2T8JE,1,2026-05-22,changed mind,resellable
RET-003211,ORD-019506,B0PFWXAFNA,1,2026-06-05,no longer needed,resellable
RET-003212,ORD-019508,B0WXUN8SX9,1,2026-06-01,arrived damaged,opened
RET-003213,ORD-019511,B0TE7M6JWU,1,2026-05-18,changed mind,opened
RET-003214,ORD-019513,B0M5P2CY7D,1,2026-06-26,not as described,opened
RET-003215,ORD-019518,B00E7ZCXW5,1,2026-05-27,changed mind,resellable
RET-003216,ORD-019523, staisteestanmixe ,1,2026-05-11,changed mind,resellable
RET-003217,ORD-019525,B0XQQN7V63,1,2026-05-29,no longer needed,opened
RET-003218,ORD-019527,B00RADH5S3,1,2026-06-04,no longer needed,resellable
RET-003219,ORD-019535,B0QRL5NZ0E,1,2026-06-09,not as described,resellable
RET-003220,ORD-019548,B0XQQN7V63,1,2026-06-11,changed mind,resellable
RET-003221,ORD-019559,VH-1087,1,2026-06-07,not as described,damaged
RET-003222,ORD-019581,B04BS1RFN3,1,2026-07-04,quality issue,damaged
RET-003223,ORD-019586,B0Y6BNF1R8,1,2026-05-17,arrived damaged,damaged
RET-003224,ORD-019587,B0XDTY1E1W,1,2026-07-09,arrived damaged,opened
RET-003225,ORD-019592,VH-1065,1,2026-06-09,not as described,resellable
RET-003226,ORD-019597,VH-1009,1,2026-06-15,quality issue,opened
RET-003227,ORD-019599,B00RADH5S3,1,2026-06-10,changed mind,damaged
RET-003228,ORD-019606,B0TBF17EBH,1,2026-07-08,changed mind,opened
